id,ano_nascimento,escolaridade,estado_civil,salario_anual,filhos_em_casa,adolescentes_em_casa,data_cadastro,dias_desde_ultima_compra,gasto_com_eletronicos,gasto_com_brinquedos,gasto_com_moveis,gasto_com_utilidades,gasto_com_alimentos,gasto_com_vestuario,numero_de_compras_com_desconto,numero_de_compras_na_web,numero_de_compras_via_catalogo,numero_de_compras_na_loja,numero_visitas_website_mes,compra_na_campanha_1,compra_na_campanha_2,compra_na_campanha_3,compra_na_campanha_4,compra_na_campanha_5,comprou,pais,ano_cadastro,mes_cadastro,mes_nome_cadastro,dia_cadastro,dia_semana_cadastro,semana_cadastro,idade,faixa_etária,filhos,gasto_total,total_compras,comprou_em_campanha,engajamento_em_campanhas
2565,1955,Mestrado,Divorciado,70638.0,0,0,2020-01-06,69,1016.0,12.0,215.0,16.0,12.0,63.0,1,4,5,10,3,Não,Sim,Não,Não,Não,Não,Espanha,2020,1,Janeiro,6,Segunda-feira,2,70,60+,Não,1334.0,20,Sim,2
7912,1978,Curso Superior,Solteiro,38136.0,1,0,2023-04-04,69,8.0,15.0,27.0,0.0,20.0,33.0,2,3,1,2,8,Sim,Não,Não,Não,Não,Não,Portugal,2023,4,Abril,4,Terça-feira,14,47,46-60,Sim,103.0,8,Sim,2
7072,1973,Curso Superior,Solteiro,67432.0,0,1,2023-07-03,69,432.0,79.0,341.0,177.0,136.0,170.0,2,8,5,4,4,Não,Não,Não,Não,Não,Não,Brasil,2023,7,Julho,3,Segunda-feira,27,52,46-60,Sim,1335.0,19,Não,0
1409,1951,Curso Superior,Casado,40689.0,0,1,2022-05-03,69,270.0,3.0,27.0,39.0,6.0,99.0,7,7,1,5,8,Não,Não,Não,Não,Não,Não,Portugal,2022,5,Maio,3,Terça-feira,18,74,60+,Sim,444.0,20,Não,0
5314,1951,Curso Superior,Casado,40689.0,0,1,2022-05-03,69,270.0,3.0,27.0,39.0,6.0,99.0,7,7,1,5,8,Não,Não,Não,Não,Não,Não,Estados Unidos,2022,5,Maio,3,Terça-feira,18,74,60+,Sim,444.0,20,Não,0
7215,1983,Curso Superior,Solteiro,101970.0,0,0,2019-09-03,69,722.0,27.0,102.0,44.0,72.0,168.0,0,6,8,13,2,Não,Sim,Sim,Sim,Não,Sim,Chile,2019,9,Setembro,3,Terça-feira,36,42,31-45,Não,1135.0,27,Sim,4
8858,1972,Doutorado,Solteiro,44325.0,0,1,2020-07-03,69,516.0,0.0,21.0,0.0,0.0,5.0,4,8,2,7,8,Não,Sim,Não,Não,Não,Não,Chile,2020,7,Julho,3,Sexta-feira,27,53,46-60,Sim,542.0,21,Sim,2
895,1948,Doutorado,Solteiro,61467.0,0,2,2019-09-12,69,410.0,16.0,114.0,0.0,5.0,49.0,3,5,2,10,5,Não,Não,Não,Não,Não,Não,Estados Unidos,2019,9,Setembro,12,Quinta-feira,37,77,60+,Sim,594.0,20,Não,0
10313,1975,Curso Superior,Solteiro,48178.0,1,1,2022-03-10,69,159.0,4.0,45.0,6.0,2.0,38.0,6,5,1,4,8,Não,Não,Não,Não,Não,Não,Estados Unidos,2022,3,Março,10,Quinta-feira,10,50,46-60,Sim,254.0,16,Não,0
642,1980,Primeiro Grau,Solteiro,16005.0,1,0,2022-02-08,69,1.0,3.0,2.0,20.0,30.0,47.0,3,2,1,2,8,Não,Não,Não,Não,Não,Não,Chile,2022,2,Fevereiro,8,Terça-feira,6,45,31-45,Sim,103.0,8,Não,0
8504,1973,Curso Superior,Solteiro,79593.0,0,0,2019-09-05,70,350.0,60.0,568.0,110.0,133.0,145.0,1,5,6,7,2,Não,Não,Sim,Não,Não,Não,Alemanha,2019,9,Setembro,5,Quinta-feira,36,52,46-60,Não,1366.0,19,Sim,2
1020,1973,Curso Superior,Solteiro,79593.0,0,0,2018-12-05,70,350.0,60.0,568.0,110.0,133.0,145.0,1,5,6,7,2,Não,Não,Sim,Não,Não,Não,Estados Unidos,2018,12,Dezembro,5,Quarta-feira,49,52,46-60,Não,1366.0,19,Sim,2
3717,1959,Curso Superior,Solteiro,61180.0,0,1,2021-04-04,70,403.0,24.0,29.0,6.0,24.0,218.0,2,5,5,6,3,Sim,Não,Não,Não,Não,Não,Estados Unidos,2021,4,Abril,4,Domingo,13,66,60+,Sim,704.0,18,Sim,2
7646,1989,Curso Superior,Solteiro,64449.0,1,0,2021-04-02,70,218.0,63.0,282.0,137.0,35.0,70.0,4,5,3,12,4,Não,Não,Não,Não,Não,Não,Estados Unidos,2021,4,Abril,2,Sexta-feira,13,36,31-45,Sim,805.0,24,Não,0
5796,1963,Curso Superior,Solteiro,77437.0,0,0,2023-03-11,70,560.0,21.0,442.0,29.0,44.0,29.0,1,4,5,13,1,Não,Não,Sim,Não,Não,Não,Estados Unidos,2023,3,Março,11,Sábado,10,62,60+,Não,1125.0,23,Sim,2
8625,1976,Curso Superior,Solteiro,17649.0,1,0,2020-04-11,70,15.0,1.0,23.0,0.0,5.0,1.0,3,3,0,3,8,Não,Não,Não,Não,Não,Não,Portugal,2020,4,Abril,11,Sábado,15,49,46-60,Sim,45.0,9,Não,0
5407,1954,Curso Superior,Casado,53103.0,0,1,2020-11-09,70,729.0,17.0,133.0,11.0,0.0,195.0,5,10,6,7,7,Sim,Não,Não,Não,Não,Não,Espanha,2020,11,Novembro,9,Segunda-feira,46,71,60+,Sim,1085.0,28,Sim,2
4356,1971,Curso Superior,Casado,71819.0,0,1,2023-01-08,70,1224.0,28.0,140.0,0.0,14.0,168.0,3,3,3,5,6,Não,Sim,Sim,Não,Não,Não,Estados Unidos,2023,1,Janeiro,8,Domingo,1,54,46-60,Sim,1574.0,14,Sim,3
2886,1971,Mestrado,Divorciado,74290.0,0,1,2020-12-08,70,1121.0,0.0,72.0,0.0,12.0,12.0,4,10,8,10,6,Não,Sim,Não,Sim,Não,Não,Estados Unidos,2020,12,Dezembro,8,Terça-feira,50,54,46-60,Sim,1217.0,32,Sim,3
10057,1951,Curso Superior,Solteiro,72282.0,0,0,2023-01-07,70,503.0,27.0,419.0,90.0,139.0,153.0,1,5,7,9,7,Não,Não,Não,Não,Não,Sim,Estados Unidos,2023,1,Janeiro,7,Sábado,1,74,60+,Não,1331.0,22,Não,0
10741,1951,Mestrado,Casado,47352.0,0,1,2020-11-04,70,172.0,12.0,112.0,8.0,0.0,15.0,4,6,1,5,7,Não,Não,Não,Não,Não,Não,Estados Unidos,2020,11,Novembro,4,Quarta-feira,45,74,60+,Sim,319.0,16,Não,0
5491,1951,Mestrado,Casado,47352.0,0,1,2020-11-04,70,172.0,12.0,112.0,8.0,0.0,15.0,4,6,1,5,7,Não,Não,Não,Não,Não,Não,Brasil,2020,11,Novembro,4,Quarta-feira,45,74,60+,Sim,319.0,16,Não,0
4442,1961,Curso Superior,Solteiro,46524.0,0,1,2020-05-04,70,31.0,19.0,35.0,26.0,14.0,52.0,2,1,1,5,3,Não,Não,Não,Não,Não,Não,Chile,2020,5,Maio,4,Segunda-feira,19,64,60+,Sim,177.0,9,Não,0
3972,1976,Curso Superior,Casado,50200.0,1,1,2020-03-04,70,266.0,6.0,51.0,8.0,6.0,64.0,6,7,1,5,8,Não,Não,Não,Não,Não,Não,Estados Unidos,2020,3,Março,4,Quarta-feira,10,49,46-60,Sim,401.0,19,Não,0
2431,1990,Curso Superior,Solteiro,18222.0,0,0,2022-08-12,70,12.0,4.0,19.0,12.0,6.0,14.0,1,2,0,3,8,Não,Não,Não,Não,Não,Não,Estados Unidos,2022,8,Agosto,12,Sexta-feira,32,35,31-45,Não,67.0,6,Não,0
7899,1952,Doutorado,Solteiro,77610.0,0,1,2022-09-10,70,1245.0,33.0,332.0,21.0,33.0,16.0,2,4,7,4,7,Não,Não,Não,Não,Não,Não,Brasil,2022,9,Setembro,10,Sábado,36,73,60+,Sim,1680.0,17,Não,0
9703,1970,Doutorado,Solteiro,38097.0,1,1,2022-03-10,70,77.0,2.0,35.0,0.0,1.0,69.0,4,3,2,2,7,Sim,Não,Não,Não,Não,Sim,Espanha,2022,3,Março,10,Quinta-feira,10,55,46-60,Sim,184.0,11,Sim,2
6927,1968,Doutorado,Solteiro,44377.0,1,1,2019-05-10,70,224.0,0.0,30.0,0.0,0.0,10.0,8,5,1,5,8,Não,Não,Não,Não,Não,Não,Espanha,2019,5,Maio,10,Sexta-feira,19,57,46-60,Sim,264.0,19,Não,0
7005,1981,Curso Superior,Solteiro,58684.0,0,0,2021-03-06,71,479.0,35.0,179.0,28.0,7.0,85.0,1,5,3,12,2,Não,Sim,Não,Não,Não,Não,Espanha,2021,3,Março,6,Sábado,9,44,31-45,Não,813.0,21,Sim,2
246,1965,Curso Superior,Solteiro,66480.0,1,1,2021-08-05,71,199.0,9.0,57.0,20.0,21.0,6.0,7,4,1,7,4,Não,Não,Não,Não,Não,Não,Estados Unidos,2021,8,Agosto,5,Quinta-feira,31,60,46-60,Sim,312.0,19,Não,0
4796,1952,Curso Superior,Divorciado,49638.0,0,1,2021-04-04,71,18.0,10.0,3.0,3.0,5.0,0.0,1,1,0,3,2,Não,Não,Não,Não,Não,Não,Estados Unidos,2021,4,Abril,4,Domingo,13,73,60+,Sim,39.0,5,Não,0
4725,1950,Doutorado,Casado,50616.0,0,1,2021-07-04,71,30.0,2.0,25.0,0.0,1.0,9.0,1,1,1,4,2,Não,Não,Não,Não,Não,Não,Estados Unidos,2021,7,Julho,4,Domingo,26,75,60+,Sim,67.0,7,Não,0
3286,1967,Doutorado,Divorciado,26642.0,1,0,2018-01-03,71,13.0,2.0,15.0,2.0,2.0,8.0,2,2,0,3,6,Não,Não,Não,Não,Não,Não,Estados Unidos,2018,1,Janeiro,3,Quarta-feira,1,58,46-60,Sim,42.0,7,Não,0
10680,1986,Curso Superior,Casado,33235.0,1,0,2018-05-02,71,45.0,0.0,16.0,2.0,1.0,6.0,1,3,0,3,7,Não,Não,Não,Não,Não,Não,Estados Unidos,2018,5,Maio,2,Quarta-feira,18,39,31-45,Sim,70.0,7,Não,0
4297,1969,Curso Superior,Casado,23228.0,1,0,2021-03-01,71,13.0,2.0,18.0,6.0,1.0,0.0,2,2,0,3,8,Não,Não,Não,Não,Não,Não,Argentina,2021,3,Março,1,Segunda-feira,9,56,46-60,Sim,40.0,7,Não,0
7327,1959,Doutorado,Solteiro,36732.0,1,1,2023-07-12,71,21.0,5.0,3.0,10.0,1.0,7.0,3,1,1,4,2,Não,Não,Não,Não,Não,Não,Estados Unidos,2023,7,Julho,12,Quarta-feira,28,66,60+,Sim,47.0,9,Não,0
1553,1946,Curso Superior,Casado,82657.0,0,0,2023-03-09,71,966.0,168.0,672.0,246.0,105.0,126.0,1,7,5,10,4,Não,Sim,Não,Sim,Não,Não,Alemanha,2023,3,Março,9,Quinta-feira,10,79,60+,Não,2283.0,23,Sim,3
1665,1964,Doutorado,Divorciado,64140.0,0,2,2023-04-09,71,1459.0,0.0,61.0,0.0,15.0,215.0,5,2,5,6,5,Sim,Não,Sim,Não,Sim,Sim,Espanha,2023,4,Abril,9,Domingo,14,61,60+,Sim,1750.0,18,Sim,4
10640,1974,Curso Superior,Casado,44392.0,1,1,2020-05-09,71,87.0,5.0,71.0,7.0,12.0,29.0,5,4,1,4,7,Não,Não,Não,Não,Não,Não,Estados Unidos,2020,5,Maio,9,Sábado,19,51,46-60,Sim,211.0,14,Não,0
7620,1990,Primeiro Grau,Solteiro,16185.0,1,0,2020-05-08,71,5.0,11.0,16.0,21.0,8.0,45.0,2,2,2,2,8,Não,Não,Não,Não,Não,Não,Argentina,2020,5,Maio,8,Sexta-feira,19,35,31-45,Sim,106.0,8,Não,0
7761,1978,Segundo Grau,Casado,38702.0,1,0,2020-01-08,71,13.0,11.0,24.0,13.0,8.0,40.0,2,3,0,4,6,Não,Não,Não,Não,Não,Não,Brasil,2020,1,Janeiro,8,Quarta-feira,2,47,46-60,Sim,109.0,9,Não,0
5062,1963,Doutorado,Solteiro,54072.0,1,1,2023-03-07,71,35.0,0.0,4.0,0.0,0.0,0.0,1,2,0,2,8,Não,Não,Não,Não,Não,Não,Espanha,2023,3,Março,7,Terça-feira,10,62,60+,Sim,39.0,5,Não,0
6349,1987,Mestrado,Divorciado,61787.0,0,0,2020-06-07,71,621.0,73.0,414.0,78.0,48.0,85.0,1,8,4,6,5,Não,Não,Não,Não,Não,Não,Estados Unidos,2020,6,Junho,7,Domingo,23,38,31-45,Não,1319.0,19,Não,0
3386,1992,Curso Superior,Solteiro,34935.0,0,0,2023-01-06,71,34.0,4.0,66.0,3.0,10.0,20.0,1,2,1,4,7,Não,Não,Não,Não,Não,Não,Estados Unidos,2023,1,Janeiro,6,Sexta-feira,1,33,31-45,Não,137.0,8,Não,0
8175,1992,Curso Superior,Solteiro,34935.0,0,0,2023-01-06,71,34.0,4.0,66.0,3.0,10.0,20.0,1,2,1,4,7,Não,Não,Não,Não,Não,Não,Espanha,2023,1,Janeiro,6,Sexta-feira,1,33,31-45,Não,137.0,8,Não,0
6245,1950,Doutorado,Casado,59292.0,0,1,2023-07-06,71,378.0,14.0,68.0,19.0,14.0,14.0,2,3,5,8,3,Não,Não,Não,Não,Não,Não,Estados Unidos,2023,7,Julho,6,Quinta-feira,27,75,60+,Sim,507.0,18,Não,0
8780,1950,Doutorado,Casado,59292.0,0,1,2023-07-06,71,378.0,14.0,68.0,19.0,14.0,14.0,2,3,5,8,3,Não,Não,Não,Não,Não,Não,Estados Unidos,2023,7,Julho,6,Quinta-feira,27,75,60+,Sim,507.0,18,Não,0
2276,1955,Curso Superior,Solteiro,57959.0,0,1,2020-02-05,71,430.0,16.0,322.0,43.0,24.0,33.0,5,4,7,11,3,Não,Não,Não,Não,Não,Não,Estados Unidos,2020,2,Fevereiro,5,Quarta-feira,6,70,60+,Sim,868.0,27,Não,0
1172,1983,Doutorado,Solteiro,92491.0,0,0,2020-01-05,71,979.0,44.0,935.0,29.0,25.0,22.0,1,7,5,12,3,Não,Sim,Sim,Sim,Não,Sim,Estados Unidos,2020,1,Janeiro,5,Domingo,1,42,31-45,Não,2034.0,25,Sim,4
3225,1984,Mestrado,Solteiro,42207.0,1,0,2020-01-04,71,116.0,11.0,72.0,3.0,17.0,46.0,4,4,1,5,6,Sim,Não,Não,Não,Não,Sim,Estados Unidos,2020,1,Janeiro,4,Sábado,1,41,31-45,Sim,265.0,14,Sim,2
8629,1956,Curso Superior,Divorciado,46984.0,1,1,2023-03-03,71,19.0,1.0,10.0,2.0,1.0,8.0,1,1,0,3,5,Não,Não,Não,Não,Não,Não,Chile,2023,3,Março,3,Sexta-feira,9,69,60+,Sim,41.0,5,Não,0
798,1987,Curso Superior,Solteiro,23442.0,1,0,2022-04-12,71,2.0,0.0,6.0,8.0,6.0,5.0,1,1,0,3,7,Não,Não,Não,Não,Não,Não,Estados Unidos,2022,4,Abril,12,Terça-feira,15,38,31-45,Sim,27.0,5,Não,0
269,1963,Doutorado,Solteiro,46757.0,0,1,2022-03-11,71,777.0,30.0,163.0,0.0,51.0,122.0,6,4,4,7,9,Não,Não,Não,Não,Não,Não,Estados Unidos,2022,3,Março,11,Sexta-feira,10,62,60+,Sim,1143.0,21,Não,0
8213,1980,Segundo Grau,Casado,14515.0,1,0,2019-09-11,71,6.0,4.0,9.0,6.0,36.0,35.0,4,2,2,3,7,Não,Não,Não,Não,Não,Sim,Estados Unidos,2019,9,Setembro,11,Quarta-feira,37,45,31-45,Sim,96.0,11,Não,0
10245,1986,Segundo Grau,Solteiro,80910.0,0,0,2022-08-10,71,160.0,80.0,369.0,67.0,39.0,41.0,1,3,3,8,1,Não,Não,Não,Não,Não,Não,Estados Unidos,2022,8,Agosto,10,Quarta-feira,32,39,31-45,Não,756.0,15,Não,0
2447,1979,Curso Superior,Casado,30545.0,1,0,2022-02-10,71,4.0,12.0,15.0,19.0,7.0,12.0,2,2,0,3,7,Não,Não,Não,Não,Não,Não,Argentina,2022,2,Fevereiro,10,Quinta-feira,6,46,46-60,Sim,69.0,7,Não,0
9817,1970,Mestrado,Solteiro,44802.0,0,0,2022-04-08,71,853.0,10.0,143.0,13.0,10.0,20.0,2,9,4,12,8,Não,Não,Não,Não,Não,Não,Argentina,2022,4,Abril,8,Sexta-feira,14,55,46-60,Não,1049.0,27,Não,0
1371,1976,Curso Superior,Solteiro,79941.0,0,0,2021-03-06,72,123.0,164.0,266.0,227.0,30.0,174.0,1,2,4,9,1,Não,Não,Não,Não,Não,Não,Brasil,2021,3,Março,6,Sábado,9,49,46-60,Não,984.0,16,Não,0
8093,1969,Mestrado,Solteiro,79734.0,0,0,2021-03-06,72,572.0,8.0,232.0,23.0,62.0,17.0,1,4,3,6,1,Não,Não,Não,Sim,Não,Não,Estados Unidos,2021,3,Março,6,Sábado,9,56,46-60,Não,914.0,14,Sim,2
713,1977,Mestrado,Solteiro,50353.0,0,0,2018-08-06,72,141.0,15.0,153.0,67.0,31.0,35.0,1,4,4,6,3,Não,Não,Não,Não,Não,Não,Estados Unidos,2018,8,Agosto,6,Segunda-feira,32,48,46-60,Não,442.0,15,Não,0
11051,1956,Doutorado,Casado,77376.0,1,1,2018-10-05,72,492.0,19.0,110.0,16.0,12.0,12.0,4,6,3,10,4,Não,Não,Não,Não,Não,Não,Chile,2018,10,Outubro,5,Sexta-feira,40,69,60+,Sim,661.0,23,Não,0
5545,1972,Doutorado,Solteiro,78075.0,0,0,2018-05-04,72,572.0,8.0,259.0,34.0,35.0,80.0,1,3,5,5,1,Não,Não,Não,Não,Não,Não,Estados Unidos,2018,5,Maio,4,Sexta-feira,18,53,46-60,Não,988.0,14,Não,0
5283,1976,Doutorado,Solteiro,42473.0,1,1,2021-02-02,72,93.0,1.0,21.0,0.0,4.0,25.0,3,2,1,4,5,Não,Não,Não,Não,Não,Não,Estados Unidos,2021,2,Fevereiro,2,Terça-feira,5,49,46-60,Sim,144.0,10,Não,0
5010,1988,Curso Superior,Solteiro,25008.0,1,0,2018-02-02,72,2.0,8.0,8.0,6.0,1.0,9.0,2,1,0,3,8,Não,Não,Não,Não,Não,Não,Estados Unidos,2018,2,Fevereiro,2,Sexta-feira,5,37,31-45,Sim,34.0,6,Não,0
7495,1948,Doutorado,Solteiro,56223.0,0,1,2022-05-12,72,77.0,28.0,31.0,16.0,0.0,4.0,2,2,1,5,4,Não,Não,Não,Não,Não,Não,Estados Unidos,2022,5,Maio,12,Quinta-feira,19,77,60+,Sim,156.0,10,Não,0
4368,1980,Curso Superior,Solteiro,47850.0,1,0,2020-03-12,72,42.0,7.0,43.0,20.0,12.0,10.0,1,3,0,4,6,Não,Não,Não,Não,Não,Não,Estados Unidos,2020,3,Março,12,Quinta-feira,11,45,31-45,Sim,134.0,8,Não,0
6303,1986,Doutorado,Casado,91820.0,0,0,2023-04-11,72,410.0,73.0,747.0,76.0,161.0,30.0,0,5,5,12,1,Não,Não,Não,Não,Não,Não,Chile,2023,4,Abril,11,Terça-feira,15,39,31-45,Não,1497.0,22,Não,0
1030,1965,Doutorado,Solteiro,40637.0,1,1,2023-02-07,72,22.0,0.0,13.0,0.0,0.0,3.0,2,1,0,3,7,Não,Não,Não,Não,Não,Não,Espanha,2023,2,Fevereiro,7,Terça-feira,6,60,46-60,Sim,38.0,6,Não,0
10364,1959,Curso Superior,Divorciado,23295.0,0,0,2023-07-07,72,0.0,0.0,1.0,2.0,12.0,5.0,1,1,0,2,8,Não,Não,Não,Não,Não,Não,Estados Unidos,2023,7,Julho,7,Sexta-feira,27,66,60+,Não,20.0,4,Não,0
6945,1952,Curso Superior,Solteiro,84574.0,0,0,2020-04-06,72,387.0,20.0,713.0,38.0,54.0,163.0,1,9,11,11,5,Não,Não,Não,Não,Não,Não,Estados Unidos,2020,4,Abril,6,Segunda-feira,15,73,60+,Não,1375.0,32,Não,0
8562,1969,Curso Superior,Casado,54165.0,0,0,2023-01-05,72,127.0,4.0,73.0,15.0,6.0,11.0,1,2,1,7,2,Não,Não,Não,Não,Não,Não,Estados Unidos,2023,1,Janeiro,5,Quinta-feira,1,56,46-60,Não,236.0,11,Não,0
2918,1981,Curso Superior,Divorciado,28510.0,1,1,2023-07-04,72,44.0,5.0,19.0,0.0,4.0,19.0,3,2,0,4,5,Não,Não,Não,Não,Não,Não,Estados Unidos,2023,7,Julho,4,Terça-feira,27,44,31-45,Sim,91.0,9,Não,0
9167,1956,Curso Superior,Solteiro,67131.0,0,1,2023-03-03,72,465.0,71.0,250.0,93.0,35.0,62.0,3,9,2,12,6,Não,Não,Não,Não,Não,Não,Estados Unidos,2023,3,Março,3,Sexta-feira,9,69,60+,Sim,976.0,26,Não,0
4743,1969,Doutorado,Solteiro,56242.0,0,1,2020-03-03,72,689.0,8.0,167.0,11.0,8.0,88.0,5,8,4,11,6,Não,Não,Não,Não,Não,Não,Portugal,2020,3,Março,3,Terça-feira,10,56,46-60,Sim,971.0,28,Não,0
10742,1983,Doutorado,Solteiro,86580.0,0,0,2023-03-02,72,532.0,21.0,127.0,26.0,20.0,20.0,0,4,2,5,1,Não,Não,Sim,Não,Não,Não,Estados Unidos,2023,3,Março,2,Quinta-feira,9,42,31-45,Não,746.0,11,Sim,2
10965,1955,Curso Superior,Casado,76005.0,0,0,2023-04-02,72,983.0,20.0,389.0,240.0,50.0,40.0,1,3,5,13,6,Não,Não,Não,Sim,Não,Não,Estados Unidos,2023,4,Abril,2,Domingo,13,70,60+,Não,1722.0,22,Sim,2
7129,1962,Doutorado,Solteiro,54693.0,0,1,2023-02-02,72,686.0,17.0,142.0,23.0,26.0,35.0,8,6,4,13,6,Não,Não,Não,Não,Não,Não,Estados Unidos,2023,2,Fevereiro,2,Quinta-feira,5,63,60+,Sim,929.0,31,Não,0
3732,1955,Mestrado,Solteiro,52750.0,0,1,2020-04-02,72,393.0,0.0,239.0,90.0,69.0,69.0,6,5,7,9,4,Não,Não,Não,Não,Não,Não,Chile,2020,4,Abril,2,Quinta-feira,14,70,60+,Sim,860.0,27,Não,0
7124,1968,Curso Superior,Divorciado,36997.0,1,1,2020-01-02,72,43.0,4.0,12.0,8.0,0.0,27.0,5,2,1,4,5,Não,Não,Não,Não,Não,Não,Chile,2020,1,Janeiro,2,Quinta-feira,1,57,46-60,Sim,94.0,12,Não,0
10686,1965,Doutorado,Casado,34230.0,1,1,2022-03-12,72,15.0,0.0,4.0,0.0,0.0,2.0,1,1,0,2,7,Não,Não,Não,Não,Não,Não,Estados Unidos,2022,3,Março,12,Sábado,10,60,46-60,Sim,21.0,4,Não,0
7247,1960,Curso Superior,Divorciado,47916.0,0,1,2022-04-11,72,505.0,0.0,26.0,0.0,0.0,75.0,5,7,4,6,6,Não,Sim,Não,Não,Não,Não,Alemanha,2022,4,Abril,11,Segunda-feira,15,65,60+,Sim,606.0,22,Sim,2
1513,1979,Segundo Grau,Casado,60839.0,1,1,2022-03-08,72,600.0,21.0,128.0,223.0,150.0,128.0,13,2,2,12,8,Não,Não,Não,Não,Não,Não,Estados Unidos,2022,3,Março,8,Terça-feira,10,46,46-60,Sim,1250.0,29,Não,0
460,1972,Doutorado,Solteiro,79930.0,0,0,2019-08-08,72,792.0,86.0,740.0,67.0,51.0,17.0,1,3,5,8,2,Não,Não,Não,Não,Não,Não,Espanha,2019,8,Agosto,8,Quinta-feira,32,53,46-60,Não,1753.0,17,Não,0
6653,1970,Doutorado,Solteiro,55158.0,1,1,2022-02-07,72,293.0,0.0,87.0,4.0,11.0,23.0,4,7,2,5,7,Não,Não,Não,Não,Não,Sim,Estados Unidos,2022,2,Fevereiro,7,Segunda-feira,6,55,46-60,Sim,418.0,18,Não,0
9400,1958,Segundo Grau,Solteiro,85485.0,0,0,2021-04-06,73,630.0,26.0,611.0,44.0,18.0,54.0,1,6,6,6,2,Não,Não,Não,Não,Não,Não,Estados Unidos,2021,4,Abril,6,Terça-feira,14,67,60+,Não,1383.0,19,Não,0
7106,1943,Doutorado,Solteiro,75865.0,0,0,2021-08-03,73,483.0,0.0,591.0,156.0,0.0,12.0,1,3,5,10,1,Não,Não,Não,Não,Não,Não,Estados Unidos,2021,8,Agosto,3,Terça-feira,31,82,60+,Não,1242.0,19,Não,0
4252,1965,Curso Superior,Solteiro,44375.0,0,1,2021-04-03,73,213.0,5.0,28.0,7.0,7.0,41.0,1,4,1,6,5,Não,Não,Não,Não,Não,Não,Estados Unidos,2021,4,Abril,3,Sábado,13,60,46-60,Sim,301.0,12,Não,0
9240,1971,Doutorado,Solteiro,60504.0,0,1,2018-07-02,73,458.0,0.0,24.0,6.0,4.0,34.0,2,6,2,8,6,Não,Não,Não,Não,Não,Não,Estados Unidos,2018,7,Julho,2,Segunda-feira,27,54,46-60,Sim,526.0,18,Não,0
10770,1959,Curso Superior,Solteiro,65492.0,0,0,2021-03-01,73,247.0,161.0,295.0,210.0,85.0,47.0,2,4,7,13,2,Não,Não,Não,Não,Não,Não,Chile,2021,3,Março,1,Segunda-feira,9,66,60+,Não,1045.0,26,Não,0
176,1980,Segundo Grau,Solteiro,67506.0,0,1,2018-02-01,73,90.0,38.0,67.0,33.0,36.0,67.0,1,4,1,6,3,Não,Não,Não,Não,Não,Não,Estados Unidos,2018,2,Fevereiro,1,Quinta-feira,5,45,31-45,Sim,331.0,12,Não,0
6870,1959,Doutorado,Divorciado,68805.0,0,1,2023-02-09,73,182.0,2.0,49.0,17.0,13.0,20.0,1,3,1,7,2,Não,Não,Não,Não,Não,Não,Estados Unidos,2023,2,Fevereiro,9,Quinta-feira,6,66,60+,Sim,283.0,12,Não,0
143,1970,Curso Superior,Solteiro,61209.0,0,0,2023-04-08,73,466.0,0.0,224.0,119.0,49.0,99.0,1,5,3,4,2,Não,Não,Não,Não,Não,Não,Portugal,2023,4,Abril,8,Sábado,14,55,46-60,Não,957.0,13,Não,0
6445,1967,Curso Superior,Casado,66825.0,0,0,2023-02-07,73,243.0,101.0,405.0,29.0,40.0,40.0,1,4,5,6,2,Não,Não,Não,Não,Não,Não,Espanha,2023,2,Fevereiro,7,Terça-feira,6,58,46-60,Não,858.0,16,Não,0
4278,1983,Doutorado,Solteiro,87188.0,0,0,2020-03-06,73,910.0,111.0,724.0,49.0,74.0,55.0,1,10,2,6,3,Não,Não,Não,Não,Não,Sim,Argentina,2020,3,Março,6,Sexta-feira,10,42,31-45,Não,1923.0,19,Não,0
6906,1953,Mestrado,Divorciado,84953.0,0,0,2020-03-06,73,167.0,48.0,602.0,63.0,72.0,72.0,1,3,10,4,2,Não,Sim,Sim,Sim,Não,Sim,Estados Unidos,2020,3,Março,6,Sexta-feira,10,72,60+,Não,1024.0,18,Sim,4
4637,1954,Doutorado,Solteiro,74637.0,0,0,2022-05-05,73,960.0,64.0,464.0,146.0,0.0,16.0,1,6,9,9,3,Não,Não,Não,Sim,Não,Não,Espanha,2022,5,Maio,5,Quinta-feira,18,71,60+,Não,1650.0,25,Sim,2
8690,1962,Curso Superior,Solteiro,86111.0,0,0,2023-01-04,73,399.0,28.0,756.0,36.0,40.0,126.0,1,5,7,10,2,Não,Não,Não,Não,Não,Não,Chile,2023,1,Janeiro,4,Quarta-feira,1,63,60+,Não,1385.0,23,Não,0
1173,1947,Mestrado,Casado,77632.0,0,0,2020-10-03,73,1200.0,105.0,758.0,0.0,42.0,147.0,1,4,2,6,2,Não,Sim,Sim,Não,Não,Sim,Estados Unidos,2020,10,Outubro,3,Sábado,40,78,60+,Não,2252.0,13,Sim,3
1928,1973,Curso Superior,Solteiro,31814.0,1,0,2020-09-02,73,35.0,3.0,20.0,4.0,1.0,20.0,2,2,0,3,9,Sim,Não,Não,Não,Não,Não,Espanha,2020,9,Setembro,2,Quarta-feira,36,52,46-60,Sim,83.0,7,Sim,2
